"screenshot_id","level_id","source_path","image_path","image_width","image_height","fill_source_page","fill_state_name","fill_player_grid_x","fill_player_grid_y","fill_player_direction","fill_camera_x","fill_camera_y","fill_visible_text_layout","fill_dynamic_objects","fill_related_video_timecode","fill_notes","status"
"GLOVE-SHOT-005","glove","参考资料/图片参考/手套流程.docx","harness/baselines/screenshots/images/glove/GLOVE_005.png","1612","1008","5","维塔之手-巨掌迷宫/手势切换状态05","26","15","","","","中部和右侧由“掌”字组成巨掌边界，左侧有剧情说明，底部有“俯瞰这一个巨大手掌，是赢的手势”说明。","玩家字、勇者字、剑/手势字、巨掌墙体、可切换的手势或按钮文字。","","AI初标，待人工确认；根据截图联络表粗略识别，坐标、朝向、帧号未精确标注。 重点复核手势名称、按钮状态和玩家位置。 玩家格子坐标=AI测算(26,16)；坐标由黄色高亮玩家字测算，像素中心约(1335,834)。 朝向按要求暂不填写；镜头位置字段暂留空。","confirmed"
"GLOVE-SHOT-006","glove","参考资料/图片参考/手套流程.docx","harness/baselines/screenshots/images/glove/GLOVE_006.png","1612","1008","6","维塔之手-巨掌迷宫/手势切换状态06","26","15","","","","中部和右侧由“掌”字组成巨掌边界，左侧有剧情说明，底部有“俯瞰这一个巨大手掌，是赢的手势”说明。","玩家字、勇者字、剑/手势字、巨掌墙体、可切换的手势或按钮文字。","","AI初标，待人工确认；根据截图联络表粗略识别，坐标、朝向、帧号未精确标注。 重点复核手势名称、按钮状态和玩家位置。 玩家格子坐标=AI测算(25,15)；坐标由“我”字模板匹配测算，置信度0.63。 朝向按要求暂不填写；镜头位置字段暂留空。","confirmed"
"GLOVE-SHOT-007","glove","参考资料/图片参考/手套流程.docx","harness/baselines/screenshots/images/glove/GLOVE_007.png","1612","1008","7","维塔之手-巨掌迷宫/手势切换状态07","6","4","","","","中部和右侧由“掌”字组成巨掌边界，左侧有剧情说明与提示文字，底部有“俯瞰这一个巨大手掌，是好的手势”说明。","玩家字、勇者字、剑/手势字、巨掌墙体、可切换的手势或按钮文字。","","AI初标，待人工确认；根据截图联络表粗略识别，坐标、朝向、帧号未精确标注。 重点复核手势名称、按钮状态和玩家位置。 玩家格子坐标=AI测算(6,1)；坐标由低置信“我”字模板补洞测算，置信度0.45。 朝向按要求暂不填写；镜头位置字段暂留空。","confirmed"
"GLOVE-SHOT-008","glove","参考资料/图片参考/手套流程.docx","harness/baselines/screenshots/images/glove/GLOVE_008.png","1612","1008","8","维塔之手-巨掌迷宫/手势切换状态08","6","4","","","","中部和右侧由“掌”字组成巨掌边界，左侧有剧情说明，底部有“俯瞰这一个巨大手掌，是赞的手势”说明。","玩家字、勇者字、剑/手势字、巨掌墙体、可切换的手势或按钮文字。","","AI初标，待人工确认；根据截图联络表粗略识别，坐标、朝向、帧号未精确标注。 重点复核手势名称、按钮状态和玩家位置。 玩家格子坐标=AI测算(5,4)；坐标由“我”字模板匹配测算，置信度0.59。 朝向按要求暂不填写；镜头位置字段暂留空。","confirmed"
"GLOVE-SHOT-009","glove","参考资料/图片参考/手套流程.docx","harness/baselines/screenshots/images/glove/GLOVE_009.png","1612","1008","9","维塔之手-黑屏剧情对白状态","24","5","","","","左侧有对白，右侧竖排角色字。","剧情对白、角色字。","","AI初标，待人工确认；根据截图联络表粗略识别，坐标、朝向、帧号未精确标注。 重点复核对白原文。 玩家格子坐标=AI测算(23,3)；坐标由“我”字模板匹配测算，置信度0.74。 朝向按要求暂不填写；镜头位置字段暂留空。","confirmed"
"GLOVE-SHOT-010","glove","参考资料/图片参考/手套流程.docx","harness/baselines/screenshots/images/glove/GLOVE_010.png","1390","790","10","维塔之手-勇者包围/结局或失败提示状态","15","10","","","","左右两侧和顶部密集“勇”字形成包围；中部有较长对白和“世界由…来拯救”类文字。","大量勇者字、玩家字、对白文字、结局/失败提示。","","AI初标，待人工确认；根据截图联络表粗略识别，坐标、朝向、帧号未精确标注。 重点复核这是失败、结局还是特殊剧情分支。 玩家格子坐标=AI测算(28,0)；坐标由低置信“我”字模板补洞测算，置信度0.35。 朝向按要求暂不填写；镜头位置字段暂留空。","confirmed"
"GLOVE-SHOT-011","glove","参考资料/图片参考/手套流程.docx","harness/baselines/screenshots/images/glove/GLOVE_011.png","1612","1008","11","维塔之手-路径/手势提示红框标注状态","20","16","","","","中部和右侧由“掌”字组成巨掌边界，左侧有剧情说明与提示文字，底部有“俯瞰这一个巨大手掌，是零的手势”说明。","玩家字、巨掌墙体、手势文字、红框注释、提示文字。","","AI初标，待人工确认；根据截图联络表粗略识别，坐标、朝向、帧号未精确标注。 红框属于参考标注还是游戏内效果需人工确认。 玩家格子坐标=AI测算(20,14)；坐标由“我”字模板匹配测算，置信度0.74。 朝向按要求暂不填写；镜头位置字段暂留空。","confirmed"
"GLOVE-SHOT-012","glove","参考资料/图片参考/手套流程.docx","harness/baselines/screenshots/images/glove/GLOVE_012.png","1612","1008","12","维塔之手-巨掌迷宫/手势切换状态12","14","14","","","","中部和右侧由“掌”字组成巨掌边界，左侧有剧情说明与提示文字，底部有“俯瞰这一个巨大手掌，是零的手势”说明。","玩家字、勇者字、剑/手势字、巨掌墙体、可切换的手势或按钮文字。","","AI初标，待人工确认；根据截图联络表粗略识别，坐标、朝向、帧号未精确标注。 重点复核手势名称、按钮状态和玩家位置。 玩家格子坐标=AI测算(14,12)；坐标由黄色高亮玩家字测算，像素中心约(730,773)。 朝向按要求暂不填写；镜头位置字段暂留空。","confirmed"
"GLOVE-SHOT-013","glove","参考资料/图片参考/手套流程.docx","harness/baselines/screenshots/images/glove/GLOVE_013.png","1612","1008","13","维塔之手-巨掌迷宫/手势切换状态13","14","14","","","","中部和右侧由“掌”字组成巨掌边界，左侧有剧情说明与提示文字，底部有“俯瞰这一个巨大手掌，是零的手势”说明。","玩家字、勇者字、剑/手势字、巨掌墙体、可切换的手势或按钮文字。","","AI初标，待人工确认；根据截图联络表粗略识别，坐标、朝向、帧号未精确标注。 重点复核手势名称、按钮状态和玩家位置。 玩家格子坐标=AI测算(13,12)；坐标由“我”字模板匹配测算，置信度0.69。 朝向按要求暂不填写；镜头位置字段暂留空。","confirmed"
"GLOVE-SHOT-014","glove","参考资料/图片参考/手套流程.docx","harness/baselines/screenshots/images/glove/GLOVE_014.png","1612","1008","14","维塔之手-巨掌迷宫/手势切换状态14","26","15","","","","中部和右侧由“掌”字组成巨掌边界，左侧有剧情说明与提示文字，底部有“俯瞰这一个巨大手掌，是一的手势”说明。","玩家字、勇者字、剑/手势字、巨掌墙体、可切换的手势或按钮文字。","","AI初标，待人工确认；根据截图联络表粗略识别，坐标、朝向、帧号未精确标注。 重点复核手势名称、按钮状态和玩家位置。 玩家格子坐标=AI测算(26,14)；坐标由黄色高亮玩家字测算，像素中心约(1335,835)。 朝向按要求暂不填写；镜头位置字段暂留空。","confirmed"
"GLOVE-SHOT-015","glove","参考资料/图片参考/手套流程.docx","harness/baselines/screenshots/images/glove/GLOVE_015.png","1612","1008","15","维塔之手-巨掌迷宫/手势切换状态15","26","15","","","","中部和右侧由“掌”字组成巨掌边界，左侧有剧情说明与提示文字，底部有“俯瞰这一个巨大手掌，是一的手势”说明。","玩家字、勇者字、剑/手势字、巨掌墙体、可切换的手势或按钮文字。","","AI初标，待人工确认；根据截图联络表粗略识别，坐标、朝向、帧号未精确标注。 重点复核手势名称、按钮状态和玩家位置。 玩家格子坐标=AI测算(25,15)；坐标由“我”字模板匹配测算，置信度0.73。 朝向按要求暂不填写；镜头位置字段暂留空。","confirmed"
"GLOVE-SHOT-016","glove","参考资料/图片参考/手套流程.docx","harness/baselines/screenshots/images/glove/GLOVE_016.png","1612","1008","16","维塔之手-巨掌迷宫/手势切换状态16","26","15","","","","中部和右侧由“掌”字组成巨掌边界，左侧有剧情说明与提示文字，底部有“俯瞰这一个巨大手掌，是好的手势”说明。","玩家字、勇者字、剑/手势字、巨掌墙体、可切换的手势或按钮文字。","","AI初标，待人工确认；根据截图联络表粗略识别，坐标、朝向、帧号未精确标注。 重点复核手势名称、按钮状态和玩家位置。 玩家格子坐标=AI测算(26,14)；坐标由黄色高亮玩家字测算，像素中心约(1335,834)。 朝向按要求暂不填写；镜头位置字段暂留空。","confirmed"
"GLOVE-SHOT-017","glove","参考资料/图片参考/手套流程.docx","harness/baselines/screenshots/images/glove/GLOVE_017.png","1612","1008","17","维塔之手-巨掌迷宫/手势切换状态17","26","15","","","","中部和右侧由“掌”字组成巨掌边界，左侧有剧情说明与提示文字，底部有“俯瞰这一个巨大手掌，是好的手势”说明。","玩家字、勇者字、剑/手势字、巨掌墙体、可切换的手势或按钮文字。","","AI初标，待人工确认；根据截图联络表粗略识别，坐标、朝向、帧号未精确标注。 重点复核手势名称、按钮状态和玩家位置。 玩家格子坐标=AI测算(25,13)；坐标由“我”字模板匹配测算，置信度0.63。 朝向按要求暂不填写；镜头位置字段暂留空。","confirmed"
"GLOVE-SHOT-018","glove","参考资料/图片参考/手套流程.docx","harness/baselines/screenshots/images/glove/GLOVE_018.png","1612","1008","18","维塔之手-巨掌迷宫/手势切换状态18","26","15","","","","中部和右侧由“掌”字组成巨掌边界，左侧有剧情说明与提示文字，底部有“俯瞰这一个巨大手掌，是赞的手势”说明。","玩家字、勇者字、剑/手势字、巨掌墙体、可切换的手势或按钮文字。","","AI初标，待人工确认；根据截图联络表粗略识别，坐标、朝向、帧号未精确标注。 重点复核手势名称、按钮状态和玩家位置。 玩家格子坐标=AI测算(26,14)；坐标由黄色高亮玩家字测算，像素中心约(1335,834)。 朝向按要求暂不填写；镜头位置字段暂留空。","confirmed"
"HELMET-SHOT-001","helmet","参考资料/图片参考/四目头盔流程.docx","harness/baselines/screenshots/images/helmet/HELMET_001.png","1792","1120","1","卡泽之盔-开场宽地图/森林入口状态","4","14","","","","大范围文字地图，左侧密集墙体/地形，中央有青色高亮区域，右侧为竖向墙体。","玩家字、地形字、青色高亮区域、入口提示文字。","36:57-38:34","Excluded from current recreation scope; archived for traceability only. 人工备注：误保存，暂时不做这张图","excluded"
"HELMET-SHOT-002","helmet","参考资料/图片参考/四目头盔流程.docx","harness/baselines/screenshots/images/helmet/HELMET_002.png","1792","1120","2","卡泽之盔-第一阶段洞穴/盔提示状态02","15","9","","","","右侧竖向河流为主，左侧有多行说明文字，局部出现玩家字和地形连接。","玩家字、墙体字、盔/帽相关文字、桥或道路字。","36:57-38:34","AI初标，待人工确认；根据截图联络表粗略识别，坐标、朝向、帧号未精确标注。 重点复核盔/帽触发点与玩家位置。 玩家格子坐标=AI测算(13,9)；坐标由“我”字模板匹配测算，置信度0.90。 朝向按要求暂不填写；镜头位置字段暂留空。","confirmed"
"HELMET-SHOT-003","helmet","参考资料/图片参考/四目头盔流程.docx","harness/baselines/screenshots/images/helmet/HELMET_003.png","1792","1120","3","卡泽之盔-第一阶段洞穴/盔提示状态03","8","6","","","","右侧竖向墙体为主，左侧有多行说明文字，局部出现玩家字和地形连接。","玩家字、墙体字、盔/帽相关文字、桥或道路字。","36:57-38:34","AI初标，待人工确认；根据截图联络表粗略识别，坐标、朝向、帧号未精确标注。 重点复核盔/帽触发点与玩家位置。 玩家格子坐标=AI测算(6,6)；坐标由“我”字模板匹配测算，置信度0.90。 朝向按要求暂不填写；镜头位置字段暂留空。","confirmed"
"HELMET-SHOT-004","helmet","参考资料/图片参考/四目头盔流程.docx","harness/baselines/screenshots/images/helmet/HELMET_004.png","1792","1120","4","卡泽之盔-第一阶段洞穴/盔提示状态04","16","3","","","","右侧竖向河流为主，左侧有多行说明文字，局部出现玩家字和地形连接。","玩家字、墙体字、盔/帽相关文字、桥或道路字。","36:57-38:34","AI初标，待人工确认；根据截图联络表粗略识别，坐标、朝向、帧号未精确标注。 重点复核盔/帽触发点与玩家位置。 玩家格子坐标=AI测算(14,3)；坐标由“我”字模板匹配测算，置信度0.52。 朝向按要求暂不填写；镜头位置字段暂留空。","confirmed"
"HELMET-SHOT-005","helmet","参考资料/图片参考/四目头盔流程.docx","harness/baselines/screenshots/images/helmet/HELMET_005.png","1792","1120","5","卡泽之盔-红框路线/机关提示状态05","18","7","","","","洞穴文字地图，左侧说明文字较多，画面有红色箭头或红框标注关键移动/触发路径。","玩家字、墙体字、桥/路字、红框注释、机关提示文字。","38:35-44:04","AI初标，待人工确认；根据截图联络表粗略识别，坐标、朝向、帧号未精确标注。 红框可能是攻略标注，需确认是否进入最终视觉基准。 玩家格子坐标=AI测算(16,7)；坐标由低置信“我”字模板补洞测算，置信度0.63。 朝向按要求暂不填写；镜头位置字段暂留空。","confirmed"
"HELMET-SHOT-006","helmet","参考资料/图片参考/四目头盔流程.docx","harness/baselines/screenshots/images/helmet/HELMET_006.png","1792","1120","6","卡泽之盔-第一阶段洞穴/盔提示状态06","2","13","","","","右侧竖向河流为主，左侧有多行说明文字，局部出现玩家字和地形连接。","玩家字、墙体字、盔/帽相关文字、桥或道路字。","36:57-38:34","AI初标，待人工确认；根据截图联络表粗略识别，坐标、朝向、帧号未精确标注。 重点复核盔/帽触发点与玩家位置。 玩家格子坐标=AI测算(0,13)；坐标由低置信“我”字模板补洞测算，置信度0.53。 朝向按要求暂不填写；镜头位置字段暂留空。","confirmed"
"HELMET-SHOT-007","helmet","参考资料/图片参考/四目头盔流程.docx","harness/baselines/screenshots/images/helmet/HELMET_007.png","1792","1120","7","卡泽之盔-黑屏竖排过渡状态07","0","0","","","","黑底画面，仅有少量竖排文字，疑似剧情转场或提示。","转场文字、玩家/叙述字。","38:35-44:04","AI初标，待人工确认；根据截图联络表粗略识别，坐标、朝向、帧号未精确标注。 重点复核该状态的触发条件和对白内容。 玩家格子坐标=AI测算(0,0)；坐标由“我”字模板匹配测算，置信度0.90。 朝向按要求暂不填写；镜头位置字段暂留空。 人工备注：玩家掉进河里淹死之后的提示","confirmed"
"HELMET-SHOT-008","helmet","参考资料/图片参考/四目头盔流程.docx","harness/baselines/screenshots/images/helmet/HELMET_008.png","1792","1120","8","卡泽之盔-第一阶段洞穴/盔提示状态08","12","10","","","","右侧竖向河流为主，左侧有多行说明文字，局部出现玩家字和地形连接。","玩家字、墙体字、盔/帽相关文字、桥或道路字。","36:57-38:34","AI初标，待人工确认；根据截图联络表粗略识别，坐标、朝向、帧号未精确标注。 重点复核盔/帽触发点与玩家位置。 玩家格子坐标=AI测算(0,11)；坐标由低置信“我”字模板补洞测算，置信度0.42。 朝向按要求暂不填写；镜头位置字段暂留空。","confirmed"
"HELMET-SHOT-009","helmet","参考资料/图片参考/四目头盔流程.docx","harness/baselines/screenshots/images/helmet/HELMET_009.png","1792","1120","9","卡泽之盔-第一阶段洞穴/盔提示状态09","12","10","","","","右侧竖向河流为主，左侧有多行说明文字，局部出现玩家字和地形连接。","玩家字、墙体字、盔/帽相关文字、桥或道路字。","36:57-38:34","AI初标，待人工确认；根据截图联络表粗略识别，坐标、朝向、帧号未精确标注。 重点复核盔/帽触发点与玩家位置。 玩家格子坐标=AI测算(10,10)；坐标由“我”字模板匹配测算，置信度0.90。 朝向按要求暂不填写；镜头位置字段暂留空。","confirmed"
"HELMET-SHOT-010","helmet","参考资料/图片参考/四目头盔流程.docx","harness/baselines/screenshots/images/helmet/HELMET_010.png","1792","1120","10","卡泽之盔-第二阶段洞穴推进状态10","7","4","","","","右侧为竖向的河流和桥梁，左侧上方为提示文字","玩家字、墙体字、桥/路/断裂地形、提示文字。","38:35-44:04","AI初标，待人工确认；根据截图联络表粗略识别，坐标、朝向、帧号未精确标注。 重点复核桥、路、断裂地形的规则。 玩家格子坐标=AI测算(5,5)；坐标由低置信“我”字模板补洞测算，置信度0.90。 朝向按要求暂不填写；镜头位置字段暂留空。","confirmed"
"HELMET-SHOT-011","helmet","参考资料/图片参考/四目头盔流程.docx","harness/baselines/screenshots/images/helmet/HELMET_011.png","1792","1120","11","卡泽之盔-第二阶段洞穴推进状态11","16","2","","","","洞穴墙体和竖向河流明显，左侧说明文字提示无法直接前进或需要改变状态。","玩家字、墙体字、桥/路/断裂地形、提示文字。","38:35-44:04","AI初标，待人工确认；根据截图联络表粗略识别，坐标、朝向、帧号未精确标注。 重点复核桥、路、断裂地形的规则。 玩家格子坐标=AI测算(16,2)；坐标由低置信“我”字模板补洞测算，置信度0.90。 朝向按要求暂不填写；镜头位置字段暂留空。","confirmed"
"HELMET-SHOT-012","helmet","参考资料/图片参考/四目头盔流程.docx","harness/baselines/screenshots/images/helmet/HELMET_012.png","1792","1120","12","卡泽之盔-第二阶段洞穴推进状态12","6","4","","","","洞穴墙体和竖向河流明显，左侧说明文字提示无法直接前进或需要改变状态。","玩家字、墙体字、桥/路/断裂地形、提示文字。","38:35-44:04","AI初标，待人工确认；根据截图联络表粗略识别，坐标、朝向、帧号未精确标注。 重点复核桥、路、断裂地形的规则。 玩家格子坐标=AI测算(4,4)；坐标由低置信“我”字模板补洞测算，置信度0.37。 朝向按要求暂不填写；镜头位置字段暂留空。","confirmed"
"HELMET-SHOT-013","helmet","参考资料/图片参考/四目头盔流程.docx","harness/baselines/screenshots/images/helmet/HELMET_013.png","1792","1120","13","卡泽之盔-第二阶段洞穴推进状态13","6","4","","","","洞穴墙体和竖向河流明显，左侧说明文字提示无法直接前进或需要改变状态。","玩家字、墙体字、桥/路/断裂地形、提示文字。","38:35-44:04","AI初标，待人工确认；根据截图联络表粗略识别，坐标、朝向、帧号未精确标注。 重点复核桥、路、断裂地形的规则。 玩家格子坐标=AI测算(4,4)；坐标由“我”字模板匹配测算，置信度0.52。 朝向按要求暂不填写；镜头位置字段暂留空。","confirmed"
"HELMET-SHOT-014","helmet","参考资料/图片参考/四目头盔流程.docx","harness/baselines/screenshots/images/helmet/HELMET_014.png","1792","1120","14","卡泽之盔-红框路线/机关提示状态14","16","7","","","","洞穴文字地图，左侧说明文字较多，画面有红色箭头或红框标注关键移动/触发路径。","玩家字、墙体字、桥/路字、红框注释、机关提示文字。","38:35-44:04","AI初标，待人工确认；根据截图联络表粗略识别，坐标、朝向、帧号未精确标注。 红框可能是攻略标注，需确认是否进入最终视觉基准。 玩家格子坐标=AI测算(14,7)；坐标由“我”字模板匹配测算，置信度0.90。 朝向按要求暂不填写；镜头位置字段暂留空。","confirmed"
"HELMET-SHOT-015","helmet","参考资料/图片参考/四目头盔流程.docx","harness/baselines/screenshots/images/helmet/HELMET_015.png","1792","1120","15","卡泽之盔-第二阶段洞穴推进状态15","16","3","","","","洞穴墙体和竖向河流明显，左侧说明文字提示无法直接前进或需要改变状态。","玩家字、墙体字、桥/路/断裂地形、提示文字。","38:35-44:04","AI初标，待人工确认；根据截图联络表粗略识别，坐标、朝向、帧号未精确标注。 重点复核桥、路、断裂地形的规则。 玩家格子坐标=AI测算(14,3)；坐标由低置信“我”字模板补洞测算，置信度0.70。 朝向按要求暂不填写；镜头位置字段暂留空。","confirmed"
"HELMET-SHOT-016","helmet","参考资料/图片参考/四目头盔流程.docx","harness/baselines/screenshots/images/helmet/HELMET_016.png","1792","1120","16","卡泽之盔-第二阶段洞穴推进状态16","1","11","","","","洞穴墙体和竖向河流明显，左侧说明文字提示无法直接前进或需要改变状态。","玩家字、墙体字、桥/路/断裂地形、提示文字。","38:35-44:04","AI初标，待人工确认；根据截图联络表粗略识别，坐标、朝向、帧号未精确标注。 重点复核桥、路、断裂地形的规则。 玩家格子坐标=AI测算(1,11)；坐标由低置信“我”字模板补洞测算，置信度0.70。 朝向按要求暂不填写；镜头位置字段暂留空。","confirmed"
"HELMET-SHOT-017","helmet","参考资料/图片参考/四目头盔流程.docx","harness/baselines/screenshots/images/helmet/HELMET_017.png","1792","1120","17","卡泽之盔-第二阶段洞穴推进状态17","7","13","","","","洞穴墙体和竖向河流明显，左侧说明文字提示无法直接前进或需要改变状态。","玩家字、墙体字、桥/路/断裂地形、提示文字。","38:35-44:04","AI初标，待人工确认；根据截图联络表粗略识别，坐标、朝向、帧号未精确标注。 重点复核桥、路、断裂地形的规则。 玩家格子坐标=AI测算(3,6)；坐标由低置信“我”字模板补洞测算，置信度0.43。 朝向按要求暂不填写；镜头位置字段暂留空。","confirmed"
"HELMET-SHOT-018","helmet","参考资料/图片参考/四目头盔流程.docx","harness/baselines/screenshots/images/helmet/HELMET_018.png","1792","1120","18","卡泽之盔-第二阶段洞穴推进状态18","7","13","","","","洞穴墙体和竖向河流明显，左侧说明文字提示无法直接前进或需要改变状态。","玩家字、墙体字、桥/路/断裂地形、提示文字。","38:35-44:04","AI初标，待人工确认；根据截图联络表粗略识别，坐标、朝向、帧号未精确标注。 重点复核桥、路、断裂地形的规则。 玩家格子坐标=AI测算(5,13)；坐标由“我”字模板匹配测算，置信度0.90。 朝向按要求暂不填写；镜头位置字段暂留空。","confirmed"
"HELMET-SHOT-019","helmet","参考资料/图片参考/四目头盔流程.docx","harness/baselines/screenshots/images/helmet/HELMET_019.png","1792","1120","19","卡泽之盔-第三阶段路径恢复/绕行状态19","3","4","","","","左侧叙述文字变多，右侧河流保持，部分画面出现更开阔的底部区域。","玩家字、墙体字、桥/道路字、状态提示文字。","44:05-46:26","AI初标，待人工确认；根据截图联络表粗略识别，坐标、朝向、帧号未精确标注。 重点复核阶段切换点和地图变化。 玩家格子坐标=AI测算(1,5)；坐标由“我”字模板匹配测算，置信度0.90。 朝向按要求暂不填写；镜头位置字段暂留空。","confirmed"
"HELMET-SHOT-020","helmet","参考资料/图片参考/四目头盔流程.docx","harness/baselines/screenshots/images/helmet/HELMET_020.png","1792","1120","20","卡泽之盔-第三阶段路径恢复/绕行状态20","20","5","","","","左侧叙述文字变多，右侧河流保持，部分画面出现更开阔的底部区域。","玩家字、墙体字、桥/道路字、状态提示文字。","44:05-46:26","AI初标，待人工确认；根据截图联络表粗略识别，坐标、朝向、帧号未精确标注。 重点复核阶段切换点和地图变化。 玩家格子坐标=AI测算(0,8)；坐标由低置信“我”字模板补洞测算，置信度0.39。 朝向按要求暂不填写；镜头位置字段暂留空。","confirmed"
"HELMET-SHOT-021","helmet","参考资料/图片参考/四目头盔流程.docx","harness/baselines/screenshots/images/helmet/HELMET_021.png","1792","1120","21","卡泽之盔-第三阶段路径恢复/绕行状态21","7","4","","","","左侧叙述文字变多，右侧通道/墙体保持，部分画面出现更开阔的底部区域。","玩家字、墙体字、桥/道路字、状态提示文字。","44:05-46:26","AI初标，待人工确认；根据截图联络表粗略识别，坐标、朝向、帧号未精确标注。 重点复核阶段切换点和地图变化。 玩家格子坐标=AI测算(5,4)；坐标由低置信“我”字模板补洞测算，置信度0.41。 朝向按要求暂不填写；镜头位置字段暂留空。 人工备注：“我”和“鸟”合成了“鹅”，坐标（7，4）是玩家","confirmed"
"HELMET-SHOT-022","helmet","参考资料/图片参考/四目头盔流程.docx","harness/baselines/screenshots/images/helmet/HELMET_022.png","1792","1120","22","卡泽之盔-第三阶段路径恢复/绕行状态22","23","5","","","","左侧叙述文字变多，右侧河流保持，部分画面出现更开阔的底部区域。","玩家字、墙体字、桥/道路字、状态提示文字。","44:05-46:26","AI初标，待人工确认；根据截图联络表粗略识别，坐标、朝向、帧号未精确标注。 重点复核阶段切换点和地图变化。 玩家格子坐标=AI测算(7,8)；坐标由低置信“我”字模板补洞测算，置信度0.41。 朝向按要求暂不填写；镜头位置字段暂留空。 人工备注：在本图中“鹅”是玩家","confirmed"
"HELMET-SHOT-023","helmet","参考资料/图片参考/四目头盔流程.docx","harness/baselines/screenshots/images/helmet/HELMET_023.png","1792","1120","23","卡泽之盔-红框路线/机关提示状态23","19","5","","","","洞穴文字地图，左侧说明文字较多，画面有红色箭头或红框标注关键移动/触发路径。","玩家字、墙体字、桥/路字、红框注释、机关提示文字。","46:27-50:19","AI初标，待人工确认；根据截图联络表粗略识别，坐标、朝向、帧号未精确标注。 红框可能是攻略标注，需确认是否进入最终视觉基准。 玩家格子坐标=AI测算(17,5)；坐标由“我”字模板匹配测算，置信度0.68。 朝向按要求暂不填写；镜头位置字段暂留空。","confirmed"
"HELMET-SHOT-024","helmet","参考资料/图片参考/四目头盔流程.docx","harness/baselines/screenshots/images/helmet/HELMET_024.png","1792","1120","24","卡泽之盔-第三阶段路径恢复/绕行状态24","29","4","","","","左侧叙述文字变多，右侧通道/墙体保持，部分画面出现更开阔的底部区域。","玩家字、墙体字、桥/道路字、状态提示文字。","44:05-46:26","AI初标，待人工确认；根据截图联络表粗略识别，坐标、朝向、帧号未精确标注。 重点复核阶段切换点和地图变化。 玩家格子坐标=AI测算(6,3)；坐标由低置信“我”字模板补洞测算，置信度0.38。 朝向按要求暂不填写；镜头位置字段暂留空。 人工备注：在本图中“鹅”是玩家","confirmed"
"HELMET-SHOT-025","helmet","参考资料/图片参考/四目头盔流程.docx","harness/baselines/screenshots/images/helmet/HELMET_025.png","1792","1120","25","卡泽之盔-黑屏竖排过渡状态25","7","12","","","","黑底画面，仅有少量竖排文字，疑似剧情转场或提示。","转场文字、玩家/叙述字。","46:27-49:04","AI初标，待人工确认；根据截图联络表粗略识别，坐标、朝向、帧号未精确标注。 重点复核该状态的触发条件和对白内容。 玩家格子坐标=AI测算(6,12)；坐标由“我”字模板匹配测算，置信度0.88。 朝向按要求暂不填写；镜头位置字段暂留空。","confirmed"
"HELMET-SHOT-026","helmet","参考资料/图片参考/四目头盔流程.docx","harness/baselines/screenshots/images/helmet/HELMET_026.png","1792","1120","26","卡泽之盔-后段机关/结尾状态26","16","3","","","","后段洞穴地图，右侧密集河流，左侧说明文字提示最终机关或收束状态。","玩家字、墙体字、桥/路字、机关提示、结尾对白。","46:27-50:59","AI初标，待人工确认；根据截图联络表粗略识别，坐标、朝向、帧号未精确标注。 重点复核结尾触发、恢复状态和最终对白。 玩家格子坐标=AI测算(14,3)；坐标由低置信“我”字模板补洞测算，置信度0.70。 朝向按要求暂不填写；镜头位置字段暂留空。","confirmed"
"HELMET-SHOT-027","helmet","参考资料/图片参考/四目头盔流程.docx","harness/baselines/screenshots/images/helmet/HELMET_027.png","1792","1120","27","卡泽之盔-后段机关/结尾状态27","16","3","","","","后段洞穴地图，右侧密集河流和桥梁，左侧说明文字提示最终机关或收束状态。","玩家字、墙体字、桥/路字、机关提示、结尾对白。","46:27-50:59","AI初标，待人工确认；根据截图联络表粗略识别，坐标、朝向、帧号未精确标注。 重点复核结尾触发、恢复状态和最终对白。 玩家格子坐标=AI测算(14,3)；坐标由低置信“我”字模板补洞测算，置信度0.54。 朝向按要求暂不填写；镜头位置字段暂留空。","confirmed"
"HELMET-SHOT-028","helmet","参考资料/图片参考/四目头盔流程.docx","harness/baselines/screenshots/images/helmet/HELMET_028.png","1792","1120","28","卡泽之盔-后段机关/结尾状态28","6","4","","","","后段洞穴地图，右侧密集河流，左侧说明文字提示最终机关或收束状态。","玩家字、墙体字、桥/路字、机关提示、结尾对白。","46:27-50:59","AI初标，待人工确认；根据截图联络表粗略识别，坐标、朝向、帧号未精确标注。 重点复核结尾触发、恢复状态和最终对白。 玩家格子坐标=AI测算(4,4)；坐标由“我”字模板匹配测算，置信度0.90。 朝向按要求暂不填写；镜头位置字段暂留空。","confirmed"
"HELMET-SHOT-029","helmet","参考资料/图片参考/四目头盔流程.docx","harness/baselines/screenshots/images/helmet/HELMET_029.png","1792","1120","29","卡泽之盔-后段机关/结尾状态29","16","3","","","","后段洞穴地图，右侧密集河流和桥梁，左侧说明文字提示最终机关或收束状态。","玩家字、墙体字、桥/路字、机关提示、结尾对白。","46:27-50:59","AI初标，待人工确认；根据截图联络表粗略识别，坐标、朝向、帧号未精确标注。 重点复核结尾触发、恢复状态和最终对白。 玩家格子坐标=AI测算(14,3)；坐标由低置信“我”字模板补洞测算，置信度0.41。 朝向按要求暂不填写；镜头位置字段暂留空。","confirmed"
