"source_id","level_id","resource_kind","resource_name","resource_path","matched_reason","file_size","fill_confirmed_level","fill_event_id","fill_source_scene","fill_animation_player","fill_commands","fill_switches","fill_variables","fill_notes","status"
"SRC-00169","audio","audio","BGM_1_17_shop.ogg","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/bgm/ch1/BGM_1_17_shop.ogg","audio resource","1349544","audio","SHARED-AUDIO-CANDIDATE","SHARED-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：SHARED-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：SHARED-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00170","audio","audio","BGM_1_1_room1.ogg","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/bgm/ch1/BGM_1_1_room1.ogg","audio resource","0","audio","SHARED-AUDIO-CANDIDATE","SHARED-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：SHARED-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：SHARED-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00171","audio","audio","BGM_1_28_elder.ogg","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/bgm/ch1/BGM_1_28_elder.ogg","audio resource","0","audio","SHARED-AUDIO-CANDIDATE","SHARED-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：SHARED-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：SHARED-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00172","audio","audio","BGM_1_31_faith_A.ogg","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/bgm/ch1/BGM_1_31_faith_A.ogg","audio resource","74264","audio","SHARED-AUDIO-CANDIDATE","SHARED-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：SHARED-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：SHARED-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00173","audio","audio","BGM_1_31_faith_AB.ogg","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/bgm/ch1/BGM_1_31_faith_AB.ogg","audio resource","1324512","audio","SHARED-AUDIO-CANDIDATE","SHARED-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：SHARED-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：SHARED-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00174","audio","audio","BGM_1_32_intro.ogg","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/bgm/ch1/BGM_1_32_intro.ogg","audio resource","2030032","audio","SHARED-AUDIO-CANDIDATE","SHARED-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：SHARED-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：SHARED-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00175","audio","audio","BGM_1_33_holy_tower.ogg","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/bgm/ch1/BGM_1_33_holy_tower.ogg","audio resource","2449188","audio","SHARED-AUDIO-CANDIDATE","SHARED-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：SHARED-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：SHARED-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00176","audio","audio","BGM_1_6_room2.ogg","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/bgm/ch1/BGM_1_6_room2.ogg","audio resource","1496924","audio","SHARED-AUDIO-CANDIDATE","SHARED-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：SHARED-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：SHARED-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00177","audio","audio","BGM_title.ogg","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/bgm/ch1/BGM_title.ogg","audio resource","2384592","audio","SHARED-AUDIO-CANDIDATE","SHARED-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：SHARED-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：SHARED-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00178","audio","audio","Room_whitenoise_louder.ogg","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/bgm/ch1/Room_whitenoise_louder.ogg","audio resource","640692","audio","SHARED-AUDIO-CANDIDATE","backspace_1.tscn","不适用","按音频文件名和目录归属到事件：SHARED-AUDIO-CANDIDATE","地图引用链已发现：backspace_1.tscn -> MAP-CANDIDATE","已结合地图节点、文本和外部资源引用推断","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；地图引用证据：backspace_1.tscn -> MAP-CANDIDATE。 推断事件：SHARED-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00179","audio","audio","BGM_2_16_snake_fight_A.ogg","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/bgm/ch2/BGM_2_16_snake_fight_A.ogg","audio resource","264980","audio","SWORD-SEG-SNAKE","剑关-蛇妖段","不适用","按音频文件名和目录归属到事件：SWORD-SEG-SNAKE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=high；推断事件：SWORD-SEG-SNAKE。","confirmed"
"SRC-00180","audio","audio","BGM_2_16_snake_fight_AB.ogg","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/bgm/ch2/BGM_2_16_snake_fight_AB.ogg","audio resource","1146964","audio","SWORD-SEG-SNAKE","剑关-蛇妖段","不适用","按音频文件名和目录归属到事件：SWORD-SEG-SNAKE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=high；推断事件：SWORD-SEG-SNAKE。","confirmed"
"SRC-00181","audio","audio","BGM_2_16_snake_fight_AtonalLoop.ogg","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/bgm/ch2/BGM_2_16_snake_fight_AtonalLoop.ogg","audio resource","304940","audio","SWORD-SEG-SNAKE","剑关-蛇妖段","不适用","按音频文件名和目录归属到事件：SWORD-SEG-SNAKE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=high；推断事件：SWORD-SEG-SNAKE。","confirmed"
"SRC-00182","audio","audio","BGM_2_16_snake_fight_B.ogg","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/bgm/ch2/BGM_2_16_snake_fight_B.ogg","audio resource","869608","audio","SWORD-SEG-SNAKE","剑关-蛇妖段","不适用","按音频文件名和目录归属到事件：SWORD-SEG-SNAKE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=high；推断事件：SWORD-SEG-SNAKE。","confirmed"
"SRC-00183","audio","audio","BGM_2_16_snake_fight_C.ogg","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/bgm/ch2/BGM_2_16_snake_fight_C.ogg","audio resource","78824","audio","SWORD-SEG-SNAKE","剑关-蛇妖段","不适用","按音频文件名和目录归属到事件：SWORD-SEG-SNAKE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=high；推断事件：SWORD-SEG-SNAKE。","confirmed"
"SRC-00184","audio","audio","BGM_2_18_cave.ogg","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/bgm/ch2/BGM_2_18_cave.ogg","audio resource","1014564","audio","SWORD-AUDIO-CANDIDATE","SWORD-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：SWORD-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：SWORD-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00185","audio","audio","BGM_2_1_qwerty_forest.ogg","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/bgm/ch2/BGM_2_1_qwerty_forest.ogg","audio resource","1014628","audio","SWORD-AUDIO-CANDIDATE","SWORD-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：SWORD-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：SWORD-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00186","audio","audio","BGM_2_20_cave_sword_A.ogg","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/bgm/ch2/BGM_2_20_cave_sword_A.ogg","audio resource","322824","audio","SWORD-AUDIO-CANDIDATE","SWORD-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：SWORD-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：SWORD-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00187","audio","audio","BGM_2_20_cave_sword_AB.ogg","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/bgm/ch2/BGM_2_20_cave_sword_AB.ogg","audio resource","1669792","audio","SWORD-AUDIO-CANDIDATE","SWORD-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：SWORD-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：SWORD-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00188","audio","audio","BGM_2_28.3_cave_intense.ogg","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/bgm/ch2/BGM_2_28.3_cave_intense.ogg","audio resource","0","audio","SWORD-AUDIO-CANDIDATE","SWORD-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：SWORD-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：SWORD-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00189","audio","audio","BGM_2_40.1_snake_fight_second_A.ogg","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/bgm/ch2/BGM_2_40.1_snake_fight_second_A.ogg","audio resource","281364","audio","SWORD-SEG-SNAKE","剑关-蛇妖段","不适用","按音频文件名和目录归属到事件：SWORD-SEG-SNAKE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=high；推断事件：SWORD-SEG-SNAKE。","confirmed"
"SRC-00190","audio","audio","BGM_2_40.1_snake_fight_second_AB.ogg","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/bgm/ch2/BGM_2_40.1_snake_fight_second_AB.ogg","audio resource","0","audio","SWORD-SEG-SNAKE","剑关-蛇妖段","不适用","按音频文件名和目录归属到事件：SWORD-SEG-SNAKE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=high；推断事件：SWORD-SEG-SNAKE。","confirmed"
"SRC-00191","audio","audio","BGM_2_50_qwerty_happy.ogg","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/bgm/ch2/BGM_2_50_qwerty_happy.ogg","audio resource","850572","audio","SWORD-AUDIO-CANDIDATE","SWORD-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：SWORD-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：SWORD-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00192","audio","audio","BGM_2_7_qwerty_sad.ogg","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/bgm/ch2/BGM_2_7_qwerty_sad.ogg","audio resource","2291416","audio","SWORD-AUDIO-CANDIDATE","SWORD-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：SWORD-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：SWORD-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00193","audio","audio","BGM_Next_Village.ogg","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/bgm/ch2/BGM_Next_Village.ogg","audio resource","0","audio","SWORD-AUDIO-CANDIDATE","SWORD-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：SWORD-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：SWORD-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00194","audio","audio","SE_5_12_s_snake_move_loop.ogg","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/bgm/ch2/SE_5_12_s_snake_move_loop.ogg","audio resource","534684","audio","SWORD-SEG-SNAKE","剑关-蛇妖段","不适用","按音频文件名和目录归属到事件：SWORD-SEG-SNAKE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=high；推断事件：SWORD-SEG-SNAKE。","confirmed"
"SRC-00195","audio","audio","BGM_3_11_herotown_peace_A.ogg","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/bgm/ch3/BGM_3_11_herotown_peace_A.ogg","audio resource","43948","audio","GLOVE-AUDIO-CANDIDATE","GLOVE-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：GLOVE-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：GLOVE-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00196","audio","audio","BGM_3_11_herotown_peace_AB.ogg","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/bgm/ch3/BGM_3_11_herotown_peace_AB.ogg","audio resource","0","audio","GLOVE-AUDIO-CANDIDATE","GLOVE-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：GLOVE-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：GLOVE-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00197","audio","audio","BGM_3_13_bar.ogg","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/bgm/ch3/BGM_3_13_bar.ogg","audio resource","1165264","audio","GLOVE-AUDIO-CANDIDATE","GLOVE-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：GLOVE-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：GLOVE-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00198","audio","audio","BGM_3_18_fate_road_A.ogg","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/bgm/ch3/BGM_3_18_fate_road_A.ogg","audio resource","1145832","audio","GLOVE-AUDIO-CANDIDATE","GLOVE-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：GLOVE-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：GLOVE-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00199","audio","audio","BGM_3_18_fate_road_AB.ogg","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/bgm/ch3/BGM_3_18_fate_road_AB.ogg","audio resource","2141092","audio","GLOVE-AUDIO-CANDIDATE","GLOVE-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：GLOVE-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：GLOVE-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00200","audio","audio","BGM_3_32.1_bone.ogg","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/bgm/ch3/BGM_3_32.1_bone.ogg","audio resource","1427260","audio","GLOVE-AUDIO-CANDIDATE","GLOVE-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：GLOVE-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：GLOVE-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00201","audio","audio","BGM_3_42_template_intro.ogg","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/bgm/ch3/BGM_3_42_template_intro.ogg","audio resource","1116632","audio","GLOVE-SEG-GESTURES","手套关-手势变化","不适用","按音频文件名和目录归属到事件：GLOVE-SEG-GESTURES","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=high；推断事件：GLOVE-SEG-GESTURES。","confirmed"
"SRC-00202","audio","audio","BGM_3_43_template_A.ogg","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/bgm/ch3/BGM_3_43_template_A.ogg","audio resource","51892","audio","GLOVE-SEG-GESTURES","手套关-手势变化","不适用","按音频文件名和目录归属到事件：GLOVE-SEG-GESTURES","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=high；推断事件：GLOVE-SEG-GESTURES。","confirmed"
"SRC-00203","audio","audio","BGM_3_43_template_AB.ogg","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/bgm/ch3/BGM_3_43_template_AB.ogg","audio resource","1790560","audio","GLOVE-SEG-GESTURES","手套关-手势变化","不适用","按音频文件名和目录归属到事件：GLOVE-SEG-GESTURES","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=high；推断事件：GLOVE-SEG-GESTURES。","confirmed"
"SRC-00204","audio","audio","BGM_3_64_hero_road_A.ogg","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/bgm/ch3/BGM_3_64_hero_road_A.ogg","audio resource","1190844","audio","GLOVE-AUDIO-CANDIDATE","GLOVE-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：GLOVE-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：GLOVE-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00205","audio","audio","BGM_3_64_hero_road_B.ogg","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/bgm/ch3/BGM_3_64_hero_road_B.ogg","audio resource","1199652","audio","GLOVE-AUDIO-CANDIDATE","GLOVE-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：GLOVE-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：GLOVE-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00206","audio","audio","BGM_3_64_hero_road_C.ogg","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/bgm/ch3/BGM_3_64_hero_road_C.ogg","audio resource","0","audio","GLOVE-AUDIO-CANDIDATE","GLOVE-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：GLOVE-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：GLOVE-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00207","audio","audio","BGM_3_64_hero_road_D.ogg","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/bgm/ch3/BGM_3_64_hero_road_D.ogg","audio resource","1203868","audio","GLOVE-AUDIO-CANDIDATE","GLOVE-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：GLOVE-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：GLOVE-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00208","audio","audio","BGM_3_64_hero_road_E.ogg","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/bgm/ch3/BGM_3_64_hero_road_E.ogg","audio resource","214436","audio","GLOVE-AUDIO-CANDIDATE","GLOVE-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：GLOVE-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：GLOVE-AUDIO-CANDIDATE。","ai_analysis_required"
